"totalvalue","finsqft","lotsize","bedroom","fullbath","yearbuilt","esdistrict","msdistrict","hsdistrict","censustract","condition","cooling","age","fp"
898500,2295,21.719,2,3,2008,"Red Hill","Walton","Monticello","114","Average","Central Air",17,"Yes"
862300,3640,0.4,6,4,2007,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",18,"Yes"
271200,1560,2.591,3,2,1976,"Scottsville","Walton","Monticello","113.01","Average","Central Air",49,"No"
426700,1796,0.4058,5,3,1965,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",60,"Yes"
720700,2908,2,3,2,2018,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",7,"No"
601300,2268,0.144,3,2,2012,"Agnor","Burley","Albemarle","106.02","Average","Central Air",13,"Yes"
631000,2088,2.73,3,3,1977,"Ivy","Henley","Western Albemarle","110","Average","Central Air",48,"Yes"
94700,1293,2,3,2,1985,"Scottsville","Walton","Monticello","113.01","Average","Central Air",40,"No"
919000,2615,0.197,4,3,2018,"Agnor","Burley","Albemarle","106.02","Average","Central Air",7,"Yes"
215600,1265,0.337,2,1,1955,"Mountain View","Walton","Monticello","113.01","Average","Central Air",70,"No"
93000,1200,0.058,4,2,2024,"Mountain View","Walton","Monticello","113.02","Average","Central Air",1,"No"
458400,2288,21.086,4,3,1987,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",38,"No"
119300,950,1,4,1,1961,"Scottsville","Walton","Monticello","114","Average","No Central Air",64,"No"
270500,1310,0.094,3,1,1980,"Mountain View","Burley","Monticello","113.03","Average","Central Air",45,"Yes"
424500,2926,3,4,3,2005,"Scottsville","Walton","Monticello","114","Average","Central Air",20,"Yes"
470200,2187,0.164,4,2,1997,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",28,"Yes"
372800,1800,0.067,3,2,2007,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",18,"Yes"
1108700,2572,0.155,4,4,2013,"Murray","Henley","Western Albemarle","110","Average","Central Air",12,"Yes"
1161700,3350,21.004,4,2,1996,"Murray","Henley","Western Albemarle","110","Average","Central Air",29,"No"
365200,1420,0.171,2,2,1995,"Mountain View","Walton","Monticello","113.03","Average","Central Air",30,"Yes"
748500,1949,0.194,3,4,2022,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",3,"Yes"
259900,1408,0,3,2,1990,"Agnor","Burley","Albemarle","106.02","Average","Central Air",35,"Yes"
779100,2784,2.011,3,2,2008,"Greer","Journey","Albemarle","108.02","Average","Central Air",17,"Yes"
89000,1760,0.031,3,2,2024,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",1,"No"
972800,2936,21,3,3,1989,"Crozet","Henley","Western Albemarle","101","Average","Central Air",36,"Yes"
309100,1386,0,3,2,1969,"Greer","Journey","Albemarle","108.02","Average","Central Air",56,"No"
831700,3445,0.392,3,2,2004,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",21,"Yes"
433800,1688,0.0689,3,2,2011,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",14,"No"
1699600,3623,1.444,3,3,2009,"Murray","Henley","Western Albemarle","110","Average","Central Air",16,"Yes"
256400,1302,0,3,1,1981,"Agnor","Journey","Albemarle","107.02","Average","Central Air",44,"No"
331300,1815,0,3,3,1988,"Agnor","Burley","Albemarle","106.02","Average","Central Air",37,"Yes"
599800,2706,0.174,3,2,1999,"Mountain View","Burley","Monticello","112.02","Average","Central Air",26,"Yes"
322200,1326,2.017,3,2,1977,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",48,"Yes"
894600,3723,0.464,4,4,2001,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",24,"Yes"
669600,2165,0.098,3,3,2017,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",8,"Yes"
307700,1534,85.5,2,2,1988,"Red Hill","Walton","Monticello","114","Average","Central Air",37,"No"
361100,2021,0.05,4,2,2005,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",20,"Yes"
380700,1533,6.02,3,3,1989,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",36,"Yes"
452500,1748,0.153,3,2,2001,"Mountain View","Burley","Monticello","112.02","Average","Central Air",24,"No"
767300,3078,1.3,3,3,1990,"Murray","Henley","Western Albemarle","110","Average","Central Air",35,"Yes"
444200,1912,0.223,3,3,1984,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",41,"Yes"
670700,3070,0.369,5,3,2004,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",21,"Yes"
776000,3371,2.785,3,2,1995,"Ivy","Henley","Western Albemarle","101","Average","Central Air",30,"Yes"
1092100,2536,4.92,4,3,1965,"Ivy","Henley","Western Albemarle","102.02","Average","Central Air",60,"Yes"
596100,2524,0.316,4,2,2007,"Stony Point","Burley","Monticello","105.01","Average","Central Air",18,"Yes"
320600,1225,0.97,3,2,1969,"Mountain View","Burley","Monticello","112.02","Average","No Central Air",56,"Yes"
359400,1368,3.331,3,2,1963,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",62,"Yes"
268400,1440,0,3,2,1977,"Agnor","Burley","Albemarle","106.02","Average","Central Air",48,"Yes"
344200,1619,0.1,3,2,1997,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",28,"Yes"
468400,2576,2.186,4,2,1981,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",44,"Yes"
780500,2058,0.103,3,2,2022,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",3,"Yes"
220800,916,1.04,2,1,1928,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",97,"No"
316600,1408,0.346,3,2,1986,"Agnor","Journey","Albemarle","107.02","Average","Central Air",39,"Yes"
1582000,4597,1.402,7,6,2020,"Mountain View","Walton","Monticello","112.02","Average","Central Air",5,"No"
489000,2221,0.052,3,3,2020,"Mountain View","Walton","Monticello","113.03","Average","Central Air",5,"No"
411700,2126,0.055,4,3,2024,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",1,"No"
730900,1494,27.178,4,2,2002,"Red Hill","Walton","Monticello","114","Average","Central Air",23,"Yes"
527600,2904,3.106,3,3,2001,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",24,"No"
1079300,3142,1.302,5,4,1997,"Stone-Robinson","Burley","Monticello","105.01","Average","Central Air",28,"Yes"
767600,1738,66.798,3,2,1976,"Scottsville","Walton","Monticello","113.01","Average","Central Air",49,"Yes"
456700,2436,0.877,4,2,1975,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",50,"Yes"
253900,1040,0,2,1,1983,"Agnor","Burley","Albemarle","106.02","Average","Central Air",42,"Yes"
1309800,4762,41.7,4,4,2007,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",18,"Yes"
388700,1749,0.157,3,2,2003,"Mountain View","Walton","Monticello","113.01","Average","Central Air",22,"Yes"
492100,2956,3.04,3,2,1875,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",150,"Yes"
245300,1008,0,3,1,1971,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",54,"No"
457800,1624,0.7262,3,2,1973,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",52,"Yes"
272900,1104,0,3,3,1990,"Agnor","Burley","Albemarle","106.02","Average","Central Air",35,"Yes"
1275000,3560,2.868,4,4,2009,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",16,"Yes"
524400,2370,0.309,4,2,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",36,"Yes"
263300,1092,0,3,2,1973,"Greer","Journey","Albemarle","108.01","Average","Central Air",52,"Yes"
738300,2097,0.243,3,2,2024,"Agnor","Burley","Albemarle","106.02","Average","Central Air",1,"Yes"
500900,2148,0.043,4,2,2023,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",2,"No"
745800,3736,0.323,5,3,2007,"Stony Point","Burley","Monticello","105.01","Average","Central Air",18,"Yes"
406300,2102,6.172,3,2,1997,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",28,"Yes"
501100,1830,0.8244,4,3,1967,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",58,"Yes"
502200,1421,0.338,4,3,1971,"Greer","Journey","Albemarle","108.01","Average","Central Air",54,"Yes"
258200,1010,0,2,2,1987,"Greer","Journey","Albemarle","107.02","Average","Central Air",38,"Yes"
624200,2564,0.194,3,2,2018,"Agnor","Burley","Albemarle","106.02","Average","Central Air",7,"Yes"
283000,1248,2.831,3,2,1987,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",38,"No"
422900,2080,2.2,3,2,2003,"Baker-Butler","Lakeside","Albemarle","104.01","Average","Central Air",22,"Yes"
386300,1361,0.071,3,2,2023,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",2,"No"
611200,2576,0.97,4,3,1976,"Ivy","Henley","Western Albemarle","110","Average","Central Air",49,"Yes"
385900,1408,2.12,3,2,1990,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",35,"No"
406100,1334,3.989,4,2,1958,"Red Hill","Walton","Monticello","112.02","Average","Central Air",67,"Yes"
1352500,3646,371.05,3,3,1914,"Scottsville","Walton","Monticello","114","Average","Central Air",111,"Yes"
591100,1919,0.387,2,3,1997,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",28,"Yes"
429100,1819,0.241,3,2,1997,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",28,"Yes"
455000,1875,0.144,4,3,2007,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",18,"Yes"
310700,1492,0,3,2,1994,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",31,"Yes"
306700,1152,8.139,2,1,1996,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",29,"No"
355800,1170,1.5,3,2,1974,"Crozet","Henley","Western Albemarle","111.03","Average","No Central Air",51,"Yes"
432000,1680,0.137,3,2,2011,"Mountain View","Burley","Monticello","113.02","Average","Central Air",14,"No"
776500,3460,0.224,5,3,2011,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",14,"Yes"
402900,1077,3,3,2,1977,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",48,"No"
409300,1980,0.034,3,2,2023,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",2,"No"
629200,2974,0.285,4,2,2005,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",20,"Yes"
570600,2629,5.5,3,2,1900,"Crozet","Henley","Western Albemarle","112.01","Average","Central Air",125,"Yes"
781800,3166,0.544,4,3,1997,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",28,"Yes"
787500,3051,0.667,4,4,2005,"Mountain View","Walton","Monticello","112.02","Average","Central Air",20,"Yes"
329800,1400,1.469,3,2,1981,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",44,"Yes"
681500,3640,4.31,5,3,2005,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",20,"Yes"
399700,1260,1.5,5,2,1970,"Stony Point","Burley","Monticello","105.01","Average","Central Air",55,"Yes"
67500,2368,0.041,3,2,2024,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",1,"No"
847900,2445,0.139,3,3,2020,"Agnor","Burley","Albemarle","106.02","Average","Central Air",5,"Yes"
1326100,4432,0.747,5,4,2016,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",9,"Yes"
434900,1344,0.8836,3,2,1961,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",64,"Yes"
318100,850,3.104,3,2,1971,"Stony Point","Burley","Monticello","105.01","Average","No Central Air",54,"No"
674900,1824,65.93,3,3,1987,"Red Hill","Walton","Monticello","114","Average","Central Air",38,"No"
415400,1941,0.115,4,3,2003,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",22,"Yes"
679700,2731,0.043,3,4,2024,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",1,"No"
207800,1248,4.09,3,2,2007,"Scottsville","Walton","Monticello","114","Average","Central Air",18,"No"
438100,1381,0.879,4,2,1969,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",56,"Yes"
735100,1910,2.93,4,2,1988,"Ivy","Henley","Western Albemarle","110","Average","Central Air",37,"Yes"
165200,816,1.037,2,1,1754,"Red Hill","Walton","Monticello","114","Average","Central Air",271,"Yes"
290500,960,0,3,1,1974,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",51,"No"
225700,1056,2.6,3,1,1973,"Scottsville","Walton","Monticello","113.01","Average","No Central Air",52,"No"
400400,1697,0.111,3,3,2003,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",22,"Yes"
1458300,4446,1.32,4,3,2004,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",21,"Yes"
446500,2214,0.037,4,4,2013,"Mountain View","Walton","Monticello","113.03","Average","Central Air",12,"Yes"
492700,2214,0.375,4,2,1997,"Mountain View","Burley","Monticello","112.02","Average","Central Air",28,"Yes"
435000,2280,0.031,3,3,2017,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",8,"No"
549000,1834,0.843,4,3,1973,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",52,"Yes"
703600,2314,0.118,3,3,2018,"Stony Point","Burley","Monticello","105.01","Average","Central Air",7,"Yes"
666100,1228,11.471,3,2,1998,"Stony Point","Burley","Monticello","105.01","Average","Central Air",27,"Yes"
480800,1641,0.364,4,3,1992,"Mountain View","Walton","Monticello","113.01","Average","Central Air",33,"Yes"
317500,1518,0.081,3,2,1998,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",27,"Yes"
401000,2391,1.55,1,3,1990,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",35,"Yes"
356900,1437,0.72,4,3,1973,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",52,"Yes"
342600,944,0,4,2,1974,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",51,"No"
107500,1088,1.16,3,1,1900,"Scottsville","Walton","Monticello","114","Average","No Central Air",125,"No"
375600,1358,0.2467,3,2,1986,"Mountain View","Burley","Monticello","113.03","Average","Central Air",39,"Yes"
525000,1225,14.26,2,2,1985,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",40,"Yes"
692900,2427,3.846,3,2,1982,"Greer","Journey","Albemarle","108.02","Average","Central Air",43,"No"
524800,2470,0.475,4,2,2000,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",25,"Yes"
290500,1231,0,2,2,1990,"Agnor","Journey","Albemarle","106.03","Average","Central Air",35,"No"
410500,2364,0.056,4,3,2005,"Woodbrook","Journey","Albemarle","106.03","Average","Central Air",20,"Yes"
1094900,3884,0.503,4,4,2016,"Stony Point","Burley","Monticello","105.01","Average","Central Air",9,"Yes"
724100,3247,3.922,4,3,1997,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",28,"Yes"
482700,1351,1.141,3,2,1976,"Ivy","Henley","Western Albemarle","110","Average","Central Air",49,"Yes"
793900,2977,1.597,5,4,1983,"Stone-Robinson","Burley","Monticello","105.01","Average","Central Air",42,"Yes"
637000,2466,0.113,3,2,2023,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",2,"No"
872400,2868,3.469,4,4,1983,"Greer","Journey","Albemarle","108.02","Average","Central Air",42,"Yes"
348400,1584,0.048,3,2,2010,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",15,"No"
470600,2424,0.179,4,3,2003,"Baker-Butler","Lakeside","Albemarle","103.01","Average","Central Air",22,"Yes"
269400,1248,0,3,1,1965,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",60,"Yes"
684300,2834,0.391,5,5,2003,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",22,"Yes"
240100,768,1.616,2,1,1946,"Mountain View","Walton","Monticello","113.01","Average","Central Air",79,"No"
473800,2177,0.157,3,2,2000,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",25,"Yes"
368800,1960,0.0499,3,2,2018,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",7,"No"
627700,2458,7.616,3,2,1981,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",44,"Yes"
341800,1248,5,2,2,1996,"Red Hill","Walton","Monticello","112.02","Average","Central Air",29,"No"
1339800,3635,2.296,4,3,2002,"Ivy","Henley","Western Albemarle","110","Average","Central Air",23,"Yes"
226700,960,2.595,3,1,1974,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",51,"No"
798800,2762,0.52,4,2,1994,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",31,"Yes"
239400,1174,0.721,2,1,1880,"Brownsville","Henley","Western Albemarle","111.02","Average","No Central Air",145,"No"
297100,1320,0.739,3,3,1979,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",46,"Yes"
223100,820,4.967,2,1,1986,"Broadus Wood","Journey","Albemarle","101","Average","No Central Air",39,"Yes"
252100,1316,2.001,3,2,1992,"Scottsville","Walton","Monticello","113.01","Average","Central Air",33,"No"
1086900,3224,0.87,4,2,1981,"Greer","Journey","Albemarle","108.02","Average","Central Air",44,"Yes"
470100,2235,0.036,3,3,2020,"Mountain View","Walton","Monticello","113.03","Average","Central Air",5,"No"
689600,2580,0.088,3,3,2018,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",7,"Yes"
882500,3437,0.459,4,3,2019,"Mountain View","Burley","Monticello","112.02","Average","Central Air",6,"Yes"
1241200,3816,4.487,3,3,2002,"Ivy","Henley","Western Albemarle","110","Average","Central Air",23,"Yes"
380200,1678,2,3,2,2006,"Murray","Henley","Western Albemarle","110","Average","Central Air",19,"No"
383600,1242,0.652,4,2,1964,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",61,"Yes"
1308900,5007,7.526,6,7,1995,"Crozet","Henley","Western Albemarle","101","Average","Central Air",30,"Yes"
535900,1972,1.801,4,3,1966,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",59,"Yes"
874300,3528,3.013,4,4,2004,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",21,"Yes"
632800,2524,0.301,5,3,2006,"Stony Point","Burley","Monticello","105.01","Average","Central Air",19,"Yes"
390400,1381,0.16,2,2,2001,"Mountain View","Burley","Monticello","112.02","Average","Central Air",24,"No"
628600,2852,0.352,5,3,2002,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",23,"Yes"
390700,1455,0.047,3,3,2009,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",16,"No"
